yolov8n,yolov8n-sparsified,yolov8n-gray
6.147565603256226,0.4242465496063232,6.614365100860596
0.8512978553771973,0.3946826457977295,0.8406505584716797
0.8421168327331543,0.3850753307342529,0.8230392932891846
0.8385674953460693,0.386547327041626,0.8434891700744629
0.8359105587005615,0.3935146331787109,0.8283259868621826
0.9036519527435304,0.3914110660552978,0.8435006141662598
0.971599817276001,0.3850958347320556,0.8896055221557617
0.8509387969970703,0.385331392288208,0.8943915367126465
0.8367033004760742,0.3934113979339599,0.8280129432678223
0.8403167724609375,0.3903918266296386,0.8480336666107178
0.8984730243682861,0.3843498229980469,0.8160483837127686
0.882378101348877,0.3825912475585937,0.8319315910339355
0.9025552272796632,0.3820655345916748,0.8942558765411377
0.8775007724761963,0.3890659809112549,0.8699076175689697
0.8360257148742676,0.3844525814056396,0.8365952968597412
0.8360311985015869,0.3817815780639648,0.8431951999664307
0.8345434665679932,0.382735013961792,0.8561210632324219
0.8357975482940674,0.3834874629974365,0.8238461017608643
0.83343505859375,0.3868703842163086,0.8559966087341309
0.8942303657531738,0.3870573043823242,0.8847954273223877
0.902202844619751,0.3914690017700195,0.8232169151306152
0.8556296825408936,0.3974523544311523,0.8400130271911621
0.8268566131591797,0.3842506408691406,0.8554015159606934
0.8282859325408936,0.382695198059082,0.8922762870788574
0.8354074954986572,0.3898131847381592,0.9129898548126221
0.8042716979980469,0.3830924034118652,0.8753170967102051
0.8292045593261719,0.3840820789337158,0.828019380569458
0.8520472049713135,0.3824226856231689,0.8087890148162842
0.8319017887115479,0.3882315158843994,0.8959779739379883
0.8401403427124023,0.3839573860168457,0.8317975997924805
0.8415215015411377,0.3830621242523193,0.8675367832183838
0.901592254638672,0.3850140571594238,0.8479115962982178
0.848893404006958,0.389078140258789,0.8159439563751221
0.8278498649597168,0.3967406749725342,0.8159244060516357
0.8267974853515625,0.3852260112762451,0.8201892375946045
0.8350448608398438,0.3866255283355713,0.8359806537628174
0.906928300857544,0.3960297107696533,0.8602375984191895
0.9273197650909424,0.381718635559082,0.8883209228515625
0.827972412109375,0.3906707763671875,0.839440107345581
0.8479123115539551,0.3840329647064209,0.8206470012664795
0.819178581237793,0.3910505771636963,0.8236062526702881
0.9175736904144288,0.3817677497863769,0.820298433303833
0.9009160995483398,0.3845572471618652,0.8162448406219482
0.8492343425750732,0.3823680877685547,0.8391201496124268
0.8527657985687256,0.5422048568725586,0.847984790802002
0.8382368087768555,0.3837940692901611,0.8808169364929199
0.8423542976379395,0.3978915214538574,0.8959250450134277
0.8876430988311768,0.3789138793945312,0.8872323036193848
0.8560988903045654,0.3845345973968506,0.8584103584289551
0.8238368034362793,0.3841099739074707,0.9137651920318604
0.8761129379272461,0.3834755420684814,0.8398103713989258
0.8401358127593994,0.3880116939544678,0.8400247097015381
0.8945908546447754,0.3843214511871338,0.877288818359375
0.8813509941101074,0.3839395046234131,0.8828461170196533
1.1879079341888428,0.3826375007629394,0.8286185264587402
0.8321266174316406,0.3911421298980713,0.8655281066894531
0.827904224395752,0.3818709850311279,0.9263749122619629
0.8903357982635498,0.3865642547607422,0.859328031539917
0.8615634441375732,0.3843462467193603,0.8763787746429443
0.8237545490264893,0.4037022590637207,0.8736798763275146
0.8388543128967285,0.3729968070983886,0.8745284080505371
0.9061384201049804,0.3833832740783691,0.831315279006958
0.8192384243011475,0.382951021194458,0.804448127746582
0.8400955200195312,0.3876631259918213,0.8271517753601074
0.906496524810791,0.3867635726928711,0.8204114437103271
0.8694586753845215,0.6971330642700195,0.8560645580291748
0.8306674957275391,0.3955330848693847,0.8160085678100586
0.8492896556854248,0.3913776874542236,0.8485753536224365
0.8360354900360107,0.3894979953765869,0.9078764915466309
0.8868813514709473,0.3889434337615967,0.8808658123016357
0.9337637424468994,0.3949534893035888,0.8673956394195557
0.8514120578765869,0.3859438896179199,0.8479433059692383
0.9042203426361084,0.3950185775756836,0.8552517890930176
1.3072295188903809,0.3763751983642578,0.8520569801330566
0.8608114719390869,0.3905763626098633,0.8284397125244141
0.8397936820983887,0.3873553276062011,0.841780424118042
0.8240911960601807,0.385840892791748,0.8659346103668213
0.8238430023193359,0.3912136554718017,0.8245391845703125
0.8440196514129639,0.3881158828735351,0.8276863098144531
0.7871136665344238,0.3871598243713379,0.8115136623382568
0.8648273944854736,0.3866593837738037,0.9006905555725098
0.8359529972076416,0.3916919231414795,0.9274325370788574
0.8423008918762207,0.3842694759368896,0.8366987705230713
0.8249714374542236,0.3827071189880371,0.816094160079956
0.860809326171875,0.3822238445281982,0.8431370258331299
0.8186094760894775,0.4008002281188965,0.8005707263946533
0.8373172283172607,0.3735790252685547,0.8514566421508789
0.844003438949585,0.3829042911529541,0.8614821434020996
0.8408150672912598,0.3825654983520508,0.8944318294525146
0.87111496925354,0.3880436420440674,0.82893967628479
0.8352584838867188,0.3840005397796631,0.8590123653411865
0.9172487258911132,0.3828282356262207,0.851416826248169
0.9940404891967772,0.3830053806304931,0.8446362018585205
1.3214104175567627,0.3906700611114502,0.8246431350708008
1.264476299285889,0.3834726810455322,0.8861825466156006
0.914637565612793,0.3847343921661377,0.8699245452880859
0.8809247016906738,0.3833589553833008,0.8192737102508545
0.8400962352752686,0.3891103267669678,0.8165926933288574
0.8440549373626709,0.3965322971343994,0.8313491344451904
0.8189384937286377,0.3743913173675537,0.8068912029266357
