faster-rcnn-pc-pic1,faster-rcnn-pc-pic2,faster-rcnn-pc-1000-pic3,yolov8n-pc-pic1,yolov8n-pc-pic2,yolov8n-pc-pic3,yolov5-pic1,yolov5-pic2,yolov5-pic3,yolov8n-pic1,yolov8n-pic2,yolov8n-pic3,yolov8n-gray-pic1,yolov8n-gray-pic2,yolov8n-gray-pic3,yolov8n-sparsified-pic1,yolov8n-sparsified-pic2,yolov8n-sparsified-pic3
2.676063776,2.16615963,2.275952578,0.017106771,0.015631676,0.015641451,1.433192968,1.66487813,1.495300055,0.847942829,1.074448109,0.982407331,0.860308886,0.94675374,0.927514315,0.415662766,0.395759106,0.380965471
2.73718524,2.162868261,2.345759869,0.012760639,0,0,1.409498453,1.639269829,1.486579418,0.918366909,1.10188961,0.992746592,0.802923441,0.947411537,0.953551769,0.380558014,0.39198637,0.381795406
2.652670145,2.214900732,2.27788353,0.012429237,0.015642881,0.016281843,1.413036346,1.633993864,1.501366138,0.914609194,1.076780796,0.946804523,0.819044113,0.955156803,0.924475908,0.39678359,0.384558916,0.387601137
2.762182713,2.173547268,2.274348259,0.013523579,0,0,1.393787622,1.644258261,1.50436759,0.822890759,1.053379536,0.956743717,0.831112146,0.9605968,0.896683216,0.381782532,0.38641119,0.393678188
2.84755969,2.175718069,2.354817152,0.013677359,0,0.01600647,1.443637371,1.626411438,1.494205236,0.869554281,1.116672516,0.978296995,0.80308032,0.934798002,0.892750025,0.380801678,0.384895325,0.380853653
2.886434317,2.1250875,2.228517056,0.015095234,0.024209738,0.01500392,1.41493392,1.670819759,1.481971025,0.935877562,1.065463543,1.009250164,0.827634573,0.96667695,0.887279272,0.382761955,0.392709732,0.379815102
2.821611881,2.08282733,2.213941813,0.012861013,0.00756216,0,1.400815725,1.668976545,1.517513275,0.939132452,1.083981037,0.992918968,0.822978735,0.939708948,0.915508986,0.391721964,0.384539843,0.386236191
2.918100834,2.136664391,2.266331434,0.012499332,0.004015923,0,1.415081978,1.623789787,1.511790514,0.949869156,1.077470064,0.963280678,0.851190567,0.970946312,0.89908433,0.389237642,0.382259607,0.379559755
2.648190737,2.083398819,2.191318274,0.01630187,0,0.018368244,1.431541681,1.643345833,1.491616249,0.877269506,1.041487694,0.955699205,0.81529355,0.949880123,0.940283775,0.385969639,0.382446527,0.380208254
2.777072906,2.125091553,2.256106377,0.013096809,0.015659332,0.008503437,1.402149916,1.709153414,1.479705334,0.890383005,1.136514902,0.962401628,0.897734642,0.987292528,0.962483644,0.394075632,0.404583454,0.379966497
2.666970253,2.078271151,2.204793453,0.011915922,0,0.006109953,1.396396637,2.054175138,1.495333672,0.963109493,1.079239607,0.97440505,0.803729773,1.024772882,0.887556791,0.389504194,0.382579803,0.390600204
2.704568148,2.104313612,2.282266378,0.012884855,0,0.006699324,1.465853214,1.638748646,1.482504368,0.863368988,1.074441671,0.952756166,0.819261789,0.967229128,0.907104492,0.386342525,0.382624865,0.379871368
2.732605934,2.101719379,2.160228968,0.012018681,0.022102833,0.007115841,1.402399778,1.646718264,1.659172297,0.901951313,1.064076662,0.979891539,1.211050987,0.943280458,0.899293184,0.40585494,0.380731583,0.378845215
2.733062983,2.188785791,2.248378038,0.017959833,0.007007837,0.006724834,1.401259184,1.629458904,1.492398024,0.907244205,1.091439486,0.965882301,0.783193111,0.999284744,0.883504391,0.491587162,0.389356852,0.382023096
2.857051849,2.358014584,2.189278126,0.019097328,0.006042957,0.005475044,1.418042421,1.63277483,1.490666389,0.842497826,1.043509245,0.971865892,0.807095528,0.955304384,0.895075798,0.386669636,0.380097628,0.402215481
2.986992598,2.239225149,2.402894497,0.017930269,0.004001141,0,1.436756611,1.627471209,1.478120565,0.82739377,1.027724743,0.970979929,1.155318975,0.936620712,0.907392025,0.39537549,0.381018877,0.380374193
2.787244797,2.146270275,2.392443895,0.015146971,0,0,1.397485495,1.619453669,1.489355564,0.94806385,1.058608532,0.969160795,0.866665363,0.950590372,0.907743931,0.390577078,0.382929325,0.379180908
2.835145712,2.099097967,2.462389469,0.018712044,0.015643358,0.015624762,1.39564991,1.628479242,1.479724884,0.91208744,1.119150162,1.004460096,0.819315672,0.991530657,0.887376785,0.394488335,0.387175322,0.385041714
2.700805902,2.116989136,2.40323329,0.013924122,0,0,1.435291767,1.600083351,1.487593412,0.859332323,1.083254576,0.968574762,0.814764261,0.942521095,0.882801771,0.383185148,0.381308794,0.382282495
2.832360744,2.131897688,2.449620724,0.012643099,0,0.015625,1.827709675,1.645157814,1.489669323,0.921646118,1.046648979,1.010712147,0.891376019,0.947300196,0.895492792,0.381780148,0.381887197,0.382267714
2.741127253,2.246591806,2.230028152,0.012886524,0.015624285,0,1.544976473,1.628668785,1.486046314,0.885667324,1.076375008,0.979804277,0.847824812,0.976332903,0.911137581,0.382930517,0.381366253,0.38077116
2.758362293,2.327749729,2.324025154,0.011162281,0,0.015625477,1.534209728,1.637089968,1.496461391,0.979943752,1.083364725,0.987114906,0.815305948,0.994220734,0.903264523,0.393621922,0.389635324,0.385030746
2.654441357,2.098108292,2.293481112,0.021802425,0.015626431,0,1.779352903,1.627808332,1.497040033,0.847309589,1.104483604,0.974709988,0.794955492,0.975366354,0.903375864,0.389209509,0.394387484,0.381808519
2.741428614,2.090770245,2.496023417,0.013732672,0,0.016675949,1.367525578,1.669400454,1.506736517,0.927595139,1.046181917,0.994187832,0.778887033,0.94740963,0.885333061,0.388441563,0.383894444,0.380482674
2.740246534,2.106410742,2.17940259,0.01817131,0,0.004949331,1.355250359,1.63662076,1.521194696,0.914125443,1.077093601,0.98841095,0.759293079,0.959205151,0.897313595,0.387770891,0.381603241,0.382582903
2.790043354,2.126185417,2.251424313,0.012325048,0.015625238,0.009568453,1.379475832,2.063494921,1.492482901,0.88496685,1.081217766,0.969054461,0.81135726,0.95527482,0.964935303,0.443932772,0.385620832,0.387907028
2.936823845,2.084911585,2.316046238,0.012419462,0,0.006018877,1.366804123,2.041122675,1.481559992,0.91895175,1.027835131,1.013161182,1.182714462,0.943335056,0.976083994,0.37506032,0.381884575,0.396429062
2.827871799,2.113207817,2.251055956,0.016921759,0.019639254,0,1.369066238,1.697803974,1.507692099,0.922939301,1.100862265,0.975867987,0.834360838,0.951377153,0.92244029,0.391155005,0.381207705,0.380607605
2.913694143,2.216365576,2.288221359,0.013473511,0.008633137,0.015661716,1.409840107,1.628882647,1.505422831,0.851446629,1.071029425,0.995825768,0.862356186,0.95523119,0.911417246,0.398880959,0.385777235,0.381138325
2.844486475,2.158560991,2.299966812,0.013154984,0.006598234,0,1.380845785,1.616310835,1.502152681,0.877964258,1.042110205,1.02704668,0.767468452,0.951326609,0.89534688,0.386992455,0.384279251,0.386365652
2.773937225,2.193430185,2.20290637,0.02286911,0.004999638,0.015624523,1.352057457,1.615425587,1.482435226,0.877505541,1.054169893,1.002038002,0.830815315,0.940466404,0.911425591,0.388129473,0.38269639,0.380225897
2.729212999,2.225740194,2.266876459,0.005856276,0,0,1.364956379,1.608768702,1.49977541,0.886098146,1.054947853,0.972755194,0.81102705,0.927493095,0.933510542,0.384565115,0.382822752,0.380446434
2.688088417,2.361964464,2.218226433,0.01843977,0,0.016326666,1.403306723,1.586831808,1.512504101,0.907007217,1.043660164,0.975115776,0.865559101,0.941530466,0.940715313,0.393457174,0.386188507,0.380658865
2.757990122,2.209381104,2.267408133,0.012196302,0.025092602,0,1.370116234,1.602866173,1.489799023,0.980093002,1.069569349,0.970614672,0.808669806,0.947146177,0.886607885,0.388256311,0.381256104,0.386907339
2.757723093,2.223302364,2.186114311,0.012459278,0.008213758,0.01602149,1.373404026,1.615025759,1.487483025,0.913136721,1.048366785,1.01054883,0.79502821,0.935297966,0.92357111,0.386459589,0.383355618,0.381096363
2.671164513,2.24574542,2.40302372,0.014621019,0.00298357,0,1.376773834,1.628248215,1.483517647,0.835732222,1.068782568,1.024075985,0.811029911,0.955313206,0.914926052,0.387634277,0.395847321,0.382342339
2.810521841,2.25450778,2.289994001,0.008296728,0,0.018395424,1.356338024,1.600316048,1.496421337,0.948299885,1.076652288,1.022560596,0.836034298,0.928187132,0.90768981,0.393862486,0.389338017,0.380692959
2.707429647,2.290251017,2.321870804,0.01809454,0.015632153,0.004564047,1.480472565,1.616903305,1.487263918,0.871291637,1.061965942,0.967638969,0.854848623,0.93448019,0.910860062,0.558620453,0.382363081,0.400137663
3.058263779,2.071919203,2.236588955,0.015149832,0,0.009035826,1.35202384,1.620937109,1.489316225,0.995879412,1.094025612,0.948191166,0.807102442,0.943147421,0.933565617,0.541714907,0.381202936,0.379601955
2.691821814,2.131848097,2.289251089,0.009250402,0.015624285,0.006449223,1.41217041,1.611318111,1.490221739,0.92841506,1.040873289,0.963880539,0.877720594,0.954031229,0.94474268,0.39219594,0.381810904,0.381141186
2.72890234,2.088373899,2.21083498,0.012126446,0,0.001000881,1.348189354,1.610482931,1.501308918,0.868568182,1.039064646,0.974602461,0.840148449,0.955291271,0.948086023,0.507834435,0.387810469,0.381043434
2.681404352,2.190268517,2.276345015,0.016005754,0.020218372,0.009108782,1.338310003,1.608444452,1.488659143,0.840020895,1.079251051,0.935421944,0.819317341,1.00403285,0.939462185,0.388290644,0.380916834,0.388536215
2.746464252,2.156109571,2.285921812,0.007813454,0.003756523,0.006378174,1.374513388,1.60078764,1.480093002,0.910517693,1.078974962,0.996798277,0.814898968,0.967090607,1.031979084,0.39516902,0.381859541,0.379971027
2.747497559,2.13103056,2.354086876,0.013618469,0.006254435,0.015642643,1.384567976,1.611144781,1.48513484,1.677071333,1.118376017,0.997767925,0.779617548,0.966861486,0.946727037,0.388877153,0.382394552,0.382860661
2.704946756,2.083857059,2.287308455,0.017937899,0.014310598,0.015624762,1.380064726,1.592587233,1.500121117,1.149918079,1.084987402,0.982315779,0.882865191,0.944512129,0.895174026,0.388679743,0.388726473,0.382119894
2.735459328,2.091477871,2.451020956,0.016976833,0.003000498,0,1.379453421,1.613270521,1.477529764,0.827414513,1.087180138,0.97493434,0.783039093,0.930037498,0.940230846,0.384583235,0.381177187,0.389858246
3.145242453,2.078995705,2.329976797,0.01210475,0,0.015625,2.44897747,1.595492601,1.492553473,0.867312908,1.048532009,0.991604805,0.811594963,0.991283655,0.940718174,0.408390045,0.380050898,0.389908075
3.187950134,2.123212099,2.336215496,0.014009476,0.017247915,0,1.339492559,1.591549397,1.499835014,0.891214609,1.045020819,0.962405682,0.786206007,0.98349309,0.89719367,0.389983654,0.381459236,0.382507086
3.051189423,2.099493265,2.259586811,0.021463633,0,0.023395538,1.344718695,1.586542368,1.50751853,0.947519302,1.072210073,0.987390757,0.783576965,0.93228054,0.899286509,0.386285067,0.404207706,0.380966902
3.01525569,2.108242035,2.276403666,0.015156507,0.014504433,0.008425236,1.431294441,1.719428301,1.47746253,0.825843334,1.086473465,0.935558558,0.845491886,0.962857485,0.887367725,0.409772873,0.38266778,0.399836779
2.850547075,2.096533298,2.200131893,0.010632038,0,0.007113218,1.375359058,1.608147383,1.488006115,0.881637096,1.02461648,0.984638453,0.942723513,0.954839468,0.908853769,0.399292231,0.382970095,0.379876852
2.733402252,2.099152803,2.242072105,0.017465115,0.015630722,0.002002954,1.382757664,1.605691433,1.477344513,0.891335726,1.069468498,0.948671341,0.842795849,0.939305782,0.889745712,0.401301384,0.381768703,0.379776478
2.714722872,2.107615948,2.229766846,0.017384529,0,0,1.348144054,1.625365734,1.49352932,0.889183521,1.047785759,0.955375671,0.836615086,0.943282604,0.930828571,0.380826235,0.388001442,0.381849051
2.797442913,2.082093,2.291796923,0.014359951,0,0.015667915,1.42782855,1.62036109,1.478080511,0.897597075,1.080783367,0.956357241,0.844390869,0.935895681,0.968696356,0.383270979,0.381554604,0.387881517
2.710906506,2.108253956,2.22998023,0.011192799,0.015625238,0,1.380348682,1.628279448,1.508751392,0.885486126,1.03512907,1.010489225,0.814305544,0.938729525,0.927459717,0.394638777,0.381352901,0.380743742
2.726721764,2.08972621,2.260425091,0.015346289,0.020037889,0.015625715,1.340890169,1.614569187,1.484116077,0.826560974,1.093000889,0.96876812,0.839638948,0.947223425,0.939076662,0.387357712,0.383372784,0.379624844
2.710902929,2.23374033,2.229685783,0.009215117,0.007812262,0.015624762,1.430179119,1.653657675,1.488936186,0.835142612,1.073847055,1.011180401,0.896410465,0.978788853,0.895558357,0.384999037,0.388286829,0.385373592
2.747543335,2.193466187,2.256438017,0.017519236,0.006103516,0.01625371,1.380526304,1.697538137,1.482573748,0.856024504,1.105525732,0.954667568,0.856691599,0.996489286,0.895785332,0.393749237,0.381907701,0.387508392
2.693592548,2.246211052,2.174057961,0.01847434,0.006065369,0,1.361702442,1.608573198,1.477650642,0.826191664,1.045385599,0.971797466,0.782832623,0.940052748,0.96584034,0.392303705,0.383915901,0.380524158
2.75038147,2.158755779,2.265875101,0.021333933,0,0.015003443,1.342050314,1.618072748,1.492691517,0.919395208,1.079326868,0.99406004,0.798806906,0.992852211,0.924865007,0.386778116,0.383294344,0.379973173
2.716867924,2.179025412,2.174561501,0.015324354,0,0,1.408671379,1.661539078,1.483659267,0.890932083,1.081821918,0.967716932,0.8105793,1.021157265,0.915079117,0.387435675,0.490938902,0.410974026
2.717077255,2.094046831,2.296060324,0.014682531,0.016315222,0,1.451291084,1.611994267,1.490013123,0.890948772,1.064574957,0.985491514,0.827810764,0.947758675,0.903260469,0.384845257,0.398770094,0.387254
2.710912228,2.078356504,2.224853277,0.015603781,0,0.020343542,1.378936291,1.608277082,1.487173796,0.964316368,1.015869856,1.012294769,0.862998009,0.934205532,0.895309925,0.439871788,0.385135651,0.381503344
2.757411242,2.110926867,2.282383442,0.012060642,0.015005827,0.010067463,1.470191717,1.58546114,1.498907089,0.893776894,1.034801006,0.956430197,0.797592878,0.947272301,0.903257847,0.385757446,0.390034676,0.380972624
2.695017338,2.099720001,2.187362671,0.017582178,0,0,1.395453691,1.568659306,1.509023905,0.964647055,1.072869539,0.942595959,0.832569122,0.940626383,0.887432337,0.40220809,0.383274555,0.386083126
2.795704603,2.106062174,2.215253115,0.018514395,0,0,1.341662884,1.59839654,1.828743935,0.930715084,1.097621441,0.960639715,0.788865805,0.958911419,0.899330378,0.387374878,0.382920265,0.383309126
2.878961802,2.058824301,2.193073273,0.014641523,0.015649319,0.015654325,1.374106884,1.609716415,1.804809809,0.837269068,1.039812088,0.982834578,0.871318579,0.954716206,0.903261662,0.38359189,0.379580975,0.38191843
2.940498114,2.115404367,2.237691641,0.010186672,0,0.015625,1.394423246,1.603752375,1.488818407,0.822600126,1.071216822,0.982670546,0.811727524,0.946917534,0.87942338,0.679283619,0.387722969,0.379406452
2.904749155,2.073061228,2.291823149,0.017196178,0.015608072,0,1.387606859,1.621719122,1.518665314,0.852211952,1.063344479,0.995106936,0.870822668,0.967345953,0.903244495,2.510338783,0.381469965,0.386893988
2.770251751,2.116748333,2.357829094,0.012896061,0,0,1.360417843,1.612553835,1.499706745,0.855835438,1.056194782,0.97211504,0.807273388,0.959632397,0.887183905,0.737728357,0.383744001,0.380831242
2.765510321,2.213413477,2.286619186,0.018152952,0.018445015,0.015625238,1.358222008,1.606237173,1.48993659,0.844533682,1.042689085,0.974869013,0.819416523,0.972208023,0.911336184,1.794837713,0.381351948,0.381682634
2.697598457,2.164608955,2.415049314,0.020688295,0.004453421,0,1.39418745,1.606208801,1.514760017,0.87343502,1.03110981,0.95145607,0.799357176,1.004079819,0.899324656,0.385520697,0.389269829,0.380615473
2.860472441,2.146583319,2.27161479,0.015837193,0.009831429,0.017767429,1.373508215,1.603620291,1.565244675,0.88711381,1.069416046,0.965532541,0.767857313,0.957287788,0.891414404,0.38570118,0.38111639,0.403531075
2.84416151,2.189047813,2.266698599,0.011666298,0.006735325,0.005847216,1.338191271,1.607542276,1.515908241,0.904108047,1.051929235,0.987081528,0.791045904,1.00120306,0.931172609,0.384008169,0.383570433,0.379905701
2.938056946,2.096222878,2.185650349,0.014409542,0.00100112,0.006122351,1.409343243,1.69282794,1.474229336,0.91011405,1.035308599,0.973522186,0.841446161,0.985612869,0.915387392,0.391887188,0.397548437,0.38134861
2.789296389,2.124454737,2.302866697,0.018573284,0,0.00200057,1.362924576,1.601783514,1.48679018,0.92045188,1.08853507,0.934767246,0.848618031,0.951373339,0.888243675,0.418736696,0.398719549,0.411113977
2.741178989,2.107754946,2.435698748,0.016253233,0.015642405,0.015632153,1.356336355,1.574199438,1.499711275,0.968039513,1.071838856,0.947076082,0.779622555,0.967352867,0.934330463,0.39480114,0.381826401,0.38967824
2.713648558,2.108348608,2.521960974,0.011106491,0,0,1.385769844,1.591448307,1.492539167,0.864584208,1.079234123,0.970856428,0.852961302,0.95121336,0.963523149,0.626958609,0.380307198,0.380277395
2.94532752,2.063650846,2.249552011,0.014742374,0,0,1.397256851,1.62215209,1.519304752,0.853044987,1.066859722,0.980918884,0.844967365,0.955310822,0.943260193,0.378197193,0.380770206,0.380797625
2.810635328,2.096337318,2.348020077,0.009702921,0.021621227,0.020573378,1.372117758,1.595436335,1.476186514,0.861352444,1.054306269,0.999457598,0.826827288,0.939290762,0.903286457,0.398753881,0.386014223,0.379808187
2.869048119,2.092899561,2.224138021,0.018108845,0.006261826,0.009201765,1.355822802,1.610539198,1.483431101,0.895606041,1.076387167,0.989383936,0.866878033,0.955378771,0.894936562,0.391274929,0.381740808,0.386361361
2.729498863,2.106373072,2.303178787,0.017902136,0.004998684,0.006648302,1.377552032,1.593430758,1.499027491,0.823336363,1.104830265,0.98408556,0.809938192,0.934190273,0.896241188,0.399029016,0.381937981,0.379774094
2.68586731,2.083442926,2.190088511,0.019388199,0,0.003001213,1.399981022,1.622773886,1.486863613,0.912489653,1.078933239,0.982934713,0.813033581,0.952391148,0.883684635,0.388697386,0.382014036,0.382819414
2.732036829,2.089384794,2.24171114,0.012841702,0,0,1.367269278,1.607287169,1.487743139,0.841690063,1.093392611,0.959850788,0.841521502,0.952822924,0.898511171,0.385888815,0.390146971,0.392929316
2.664448023,2.199244022,2.220289707,0.020435333,0.022041798,0.015656233,1.35602951,1.605176449,1.479562521,0.838226795,1.050431013,0.975062132,0.840958834,0.939007521,0.895494938,0.391893625,0.381928921,0.392674208
2.717235565,2.158873558,2.258492947,0.01717329,0.003329754,0,1.404201269,1.591932774,1.48775363,0.807059288,1.031992674,0.955261707,0.783153296,0.946361065,0.960701942,0.392985582,0.381967068,0.380192757
