faster-rcnn-pc-pic1,faster-rcnn-pc-pic2,faster-rcnn-pc-1000-pic3,yolov8n-pc-pic1,yolov8n-pc-pic2,yolov8n-pc-pic3,yolov5-pic1,yolov5-pic2,yolov5-pic3,yolov8n-pic1,yolov8n-pic2,yolov8n-pic3,yolov8n-gray-pic1,yolov8n-gray-pic2,yolov8n-gray-pic3,yolov8n-sparsified-pic1,yolov8n-sparsified-pic2,yolov8n-sparsified-pic3
2.727183342,2.199052572,2.167040586,0.009632826,0.01134634,0.016361713,1.363539457,1.588305712,1.555232525,0.871329784,1.085233212,0.96351409,0.803019762,0.962939262,0.964241505,0.404647112,0.382260323,0.3799963
2.686532021,2.2295928,2.250931978,0.015218735,0.007572174,0,1.360946417,1.573667049,1.494770288,0.871875763,1.086556911,0.983147383,0.83953619,0.936214685,0.892348289,0.391010284,0.402846098,0.38100791
2.7162323,2.165192842,2.199694872,0.014539003,0.007256031,0.015003204,1.351883173,1.60842061,1.493640184,0.863068819,1.072548866,0.954795599,0.810632229,0.954421759,0.931864023,0.670394421,0.382932663,0.390461683
2.747121334,2.114813805,2.251265049,0.013591766,0.00300169,0,1.385345936,1.59169817,1.468622446,0.851272106,1.116181612,1.009779692,0.848115921,0.969409704,0.926382303,0.502097845,0.382004023,0.380845785
2.846501112,2.090342045,2.210325241,0.015550375,0,0.01894021,1.364238262,1.613118887,1.491362572,0.894740582,1.073102951,0.964583635,0.840648651,0.941205978,0.927377939,0.409472227,0.386470318,0.381046295
2.858768463,2.161804438,2.245028973,0.014482975,0.015645742,0.010167599,1.366595507,1.62103343,1.475720406,0.826218367,1.045007944,0.965542078,0.839522839,0.959362745,0.935255527,0.398827076,0.380663872,0.382670403
2.861558676,2.115007639,2.209143639,0.010219336,0,0.007336617,1.363637924,1.609188557,1.496349335,0.831698895,1.072212219,0.990698814,0.778784513,0.979588985,0.902869225,0.396433115,0.380034924,0.386263609
2.863397837,2.075145483,2.288397074,0.017710447,0,0.00460124,1.394461632,1.628201008,1.45522809,0.930347919,1.077320337,0.973771572,0.883214474,0.950966835,0.955024481,0.410350561,0.380753756,0.380275249
2.705613136,2.091557264,2.222001076,0.018164158,0.015641212,0,1.354749918,1.624443293,1.496224165,0.843135357,1.051249266,0.968335152,0.828843355,0.943296909,0.940464735,0.381815434,0.387737036,0.379735231
2.729203701,2.084200144,2.39018774,0.012497902,0,0.01250267,1.343900919,1.620800734,1.471380234,0.875528812,1.059365511,0.981756926,0.895468235,0.943289995,0.942439795,0.390045881,0.380955458,0.401951075
2.688488245,2.124707937,2.260287762,0.018866777,0.015610933,0,1.405801535,1.606300116,1.481063128,0.892595053,1.124629736,1.003020287,0.821334124,0.95125246,0.910262823,0.382188797,0.382181883,0.380072117
2.65930438,2.118085861,2.389577627,0.011582375,0,0,1.375460625,1.59161377,1.480287313,0.817430019,1.04564786,0.959516764,0.861667395,0.951827765,0.899302721,0.380218267,0.380923271,0.382022381
2.689685106,2.118586779,2.31114006,0.017657757,0.015734911,0.015628099,1.360201597,1.615848541,1.486577749,0.884982109,1.075440884,0.992465734,0.849107027,0.942767859,0.888567686,0.381551027,0.385610819,0.38158989
2.719150066,2.120414495,2.244558334,0.018551111,0,0.015625954,1.346338034,1.618812561,1.478937864,0.926557302,1.041718245,0.982403517,0.915108681,0.963269234,0.926543236,0.388809443,0.381878853,0.385626793
2.72504282,2.111716986,2.175629616,0.014063358,0.018043756,0,1.418925762,1.601852894,1.478056192,0.811492205,1.077514887,0.971129894,0.841341972,0.941642523,0.935327291,0.382453203,0.395730495,0.381222248
2.925576925,2.105946779,2.256441832,0.010238647,0.00504303,0,1.366123676,1.593886375,1.516428947,0.834213972,1.069752216,0.987118721,0.821304321,0.980432272,0.915035963,0.427020073,0.384719372,0.379477024
2.828000546,2.054986954,2.366392851,0.012114048,0.00748992,0.016208887,1.356882095,1.573695183,1.488367558,0.852419853,1.069022655,0.960861921,0.835025549,1.003765583,0.944162846,0.418265581,0.38941431,0.556787968
2.839537382,2.092212439,2.387155294,0.022025824,0.010117292,0,1.389518976,1.602871656,1.486429453,0.88606596,1.06693697,0.967187643,0.831693649,0.939794302,0.894372702,0.418618917,0.38097477,0.389542341
2.736432552,2.092455387,2.277204037,0.020046711,0.006028414,0.016415119,1.4039433,1.578216314,1.514939308,0.810283184,1.121746778,0.967128277,0.91838479,0.954799414,0.899303913,0.412841797,0.380839109,0.380330801
2.654908895,2.073718786,2.394691467,0.013931036,0,0,1.355287313,1.584296703,1.497860432,0.912327051,1.071499586,0.982213497,0.85400176,0.947986841,0.88335824,0.384855032,0.381579638,0.380835056
2.710048437,2.118003845,2.210842371,0.010565519,0,0.015002966,1.357444525,1.570568085,1.489629984,0.80701685,1.07749033,0.971579075,0.847757339,0.991200209,0.940406322,0.388012886,0.386879921,0.391740084
2.718357325,2.081905365,2.399691582,0.016967058,0.015667677,0.008417606,1.404561758,1.612556934,1.491502762,0.8341434,1.053352356,0.94524622,0.806836367,0.970890045,0.930367708,0.383075237,0.381652594,0.390426874
2.7375772,2.07602787,2.356357336,0.008281708,0,0.007609129,1.372148275,1.582105637,1.478559971,0.851152897,1.023192167,1.017069101,0.791658878,0.983311892,0.887316227,0.383219004,0.38280201,0.380657673
2.676041842,2.1135149,2.323524714,0.012200594,0.015611887,0.008246422,1.361258984,1.590615988,1.486617804,0.798802376,1.062302589,1.015690804,0.834406376,0.939228535,0.897650003,0.576862335,0.380264521,0.380093336
2.746053219,2.092027903,2.259538412,0.018368244,0.015646935,0.002001524,1.361116886,1.603357077,1.498791695,0.84882021,1.041590929,0.983382225,0.842976809,0.947275162,0.887857437,0.389144897,0.38910532,0.380833149
2.71638298,2.14623189,2.300123692,0.017824411,0,0,1.395920038,1.622128487,1.500635386,0.862572432,1.083166838,0.954184294,0.931547642,0.943302155,0.917018652,0.384158611,0.381451607,0.390085697
2.873808622,2.274515629,2.197814703,0.011718512,0.015708923,0.015631914,1.365237951,1.614982843,1.489081621,0.855283976,1.109029531,0.984186411,0.791506529,0.931340694,0.938918591,0.381617546,0.381229162,0.380643129
2.829584599,2.397888184,2.260498285,0.011687756,0,0,1.367418289,1.596887589,1.490574598,0.810043812,1.068014383,0.979217768,0.816113234,0.939339638,0.933604956,0.426624537,0.395074844,0.379121304
2.855448723,2.271598816,2.19884634,0.0182724,0.018819571,0.015624762,1.417042017,1.601651907,1.499892473,0.827968121,1.079447031,0.987399101,0.855152845,0.934958935,0.941452026,0.389413118,0.389923811,0.385375261
2.841316462,2.266652822,2.290457487,0.014374018,0.002098322,0,1.36265707,1.595606089,1.492218971,0.833344221,1.083236217,1.005586624,0.837961912,0.989966631,0.927630186,0.383667946,0.381076813,0.380486727
2.751316786,2.293606997,2.186971426,0.0099473,0,0.015625238,1.361357212,1.584265709,1.498087883,0.851441383,1.033852577,0.983398676,0.863183498,0.985105991,0.922950029,0.405456543,0.380397081,0.381117821
2.727305889,2.18389225,2.24302721,0.018893719,0.025205374,0,1.376209974,1.578286648,1.493957758,0.937106848,1.123608112,0.981936455,0.786717176,0.985211849,0.887806416,0.379719019,0.381261826,0.379793882
2.66383028,2.069553375,2.20832324,0.01586628,0.009096861,0.021569014,1.413949728,1.607370138,1.501875162,0.821466208,1.118806362,1.015158653,0.799076796,0.998255968,0.91079855,0.386565208,0.388017893,0.399804354
2.734709263,2.123676777,2.230547905,0.014380217,0.003001451,0.006272316,1.361577749,1.625885487,1.493644238,0.818548441,1.043114185,0.966666698,0.791499376,0.942321777,0.892023087,0.382446527,0.380635023,0.379276276
2.743253469,2.08602047,2.188875437,0.011693001,0,0.006553411,1.374817133,1.573809147,1.48908639,0.844429731,1.045683622,1.003111124,0.80262804,0.9393363,0.898663282,0.385460138,0.382534981,0.380575657
2.719760418,2.110882044,2.386328697,0.016810179,0.016587496,0.0055902,1.349726677,1.59074235,1.473217249,0.959163666,1.073947191,1.004088402,0.831883907,0.963299036,0.915238619,0.389397621,0.381705046,0.379769325
2.825500727,2.118895769,2.274725437,0.013410568,0,0.009050608,1.387759686,1.596729517,1.479260206,0.888353348,1.077466249,0.998107672,0.90616703,0.947407722,0.891559124,0.382413387,0.390099525,0.385837078
2.842541933,2.239345312,2.386140108,0.01218605,0.01500535,0.005970716,1.372876167,1.580244064,1.483883858,0.914591312,1.124871016,0.94824481,0.796597481,0.939179897,0.891223431,0.3854177,0.381469488,0.381179571
2.900534153,2.124011755,2.336060286,0.013159037,0,0.001000166,1.364023685,1.585548162,1.497953176,0.874850035,1.114969492,0.99419117,0.814119577,0.939926147,0.90332818,0.383368492,0.380700827,0.380548716
2.85747695,2.105600834,2.267837763,0.016671419,0.015652657,0,1.393682241,1.616647482,1.502691507,0.837781429,1.246440887,0.979380846,0.790943146,0.928431988,0.911274672,0.388975859,0.381379128,0.380393982
2.72935605,2.121878862,2.168191195,0.012867928,0,0.015633345,1.36395812,1.603743315,1.483789206,0.88275218,1.050430536,0.984044313,0.823041201,0.933854342,0.8953228,0.4443295,0.404085398,0.38548851
2.680109024,2.130002737,2.272103071,0.011382818,0.015604973,0.015624285,1.34034729,1.635396004,1.461277246,0.848940611,1.040181875,0.97584343,0.842725277,0.942959547,0.895242453,0.382832289,0.384206533,0.37950778
2.733135939,2.090670347,2.299494505,0.01829195,0,0.015625,1.33891058,1.629625559,1.48257041,0.918506622,1.025456667,1.022725582,0.847184896,0.924155474,0.879273176,0.389723539,0.381286383,0.379920483
2.726927519,2.094386101,2.306973696,0.016845703,0.02295351,0.000591993,1.404637337,1.678087234,1.496567011,0.856261492,1.051380157,0.998047352,0.806966066,0.950421333,0.903353691,0.41168642,0.387920618,0.393904686
2.713953972,2.08570981,2.189623594,0.013350487,0.009242773,0,1.358756781,1.84285593,1.482918024,0.848993301,1.067177057,0.986448526,0.795153379,0.938533068,0.892285585,0.377216101,0.380654812,0.386702299
2.77228713,2.146284819,2.251512051,0.017893076,0.008254528,0.015503168,1.329126835,1.622905016,1.487074137,0.860520601,1.007583857,1.014680862,0.851787806,0.937091589,0.888673067,0.384856462,0.380917311,0.379458904
2.841581345,2.142604113,2.172159433,0.012538195,0,0,1.337828159,1.681690693,1.484268904,0.878391504,1.045426607,0.965330124,0.834240913,0.958224535,0.902500391,0.382618189,0.381769896,0.380450249
2.947172165,2.199255466,2.258113146,0.017830372,0.015634775,0.016350985,1.370931864,1.620236874,1.47695899,0.884180784,1.039046288,0.967674971,0.83535409,0.948097944,0.914372921,0.39227581,0.387197495,0.379781485
2.907638073,2.392690182,2.242869139,0.012722015,0,0,1.35156703,1.612410545,1.496761799,0.902215242,1.050566435,0.971530437,0.919554234,0.95452404,0.907258987,0.382999182,0.38216567,0.388964891
2.88865757,2.160345554,2.327724695,0.011385918,0.015625,0,1.365900278,1.605581284,1.483872652,0.830910444,1.066448689,0.95513916,0.83825779,0.963274002,0.91230607,0.381358624,0.380604029,0.380708694
2.806960821,2.149753332,2.247942448,0.018505096,0,0.020967722,1.421400309,1.58573699,1.490396976,0.875947952,1.026161909,0.966420174,0.810734272,0.939358473,0.890345335,0.384617329,0.38070178,0.380847692
2.764241934,2.10624671,2.340626478,0.017157078,0.015624762,0.00764513,1.38359952,1.597700357,1.480677605,0.823191166,1.069827795,0.96505022,0.817376614,0.943210125,0.889852524,0.391079426,0.386328697,0.381740332
2.705229044,2.09550333,2.254448175,0.014974117,0,0.00556016,1.368938446,1.599926472,1.492420435,0.867170572,1.082204342,0.994896412,0.867357969,0.935334682,0.892812729,0.382667065,0.382300615,0.388591528
2.749176025,2.110282183,2.273532629,0.009871244,0.015625715,0.007870436,1.35108161,1.623553038,1.498602629,0.835025072,1.082228661,0.961593866,0.825258732,0.939375877,0.89999342,0.430465221,0.396609545,0.379258394
2.701458693,2.260870218,2.174502134,0.015402317,0,0.00589776,1.437972307,1.609760761,1.495626211,0.93506217,1.058661938,0.998728752,0.856928349,0.95525074,0.898814201,0.383276939,0.384123564,0.380701065
2.720731497,2.277150393,2.277090549,0.009348392,0.015624523,0.006044626,1.385490417,1.597358227,1.488524199,0.83511281,1.066768169,1.004777908,0.842527151,0.947287083,0.895087719,0.39640522,0.386398554,0.392502308
2.750724077,2.285109043,2.240422487,0.012060165,0,0,1.355414391,1.595933437,1.478744984,0.915750504,1.09560132,0.955563545,0.848186016,0.931797981,0.948372126,0.400669098,0.382581234,0.388225794
2.786525011,2.280303955,2.242451906,0.018420935,0.02077508,0.015632868,1.337322712,1.57996583,1.469865322,0.92287302,1.071191311,1.003800631,0.822494745,0.946885109,0.945453167,0.373319149,0.38004446,0.380632639
2.721530437,2.183959484,2.183031321,0.015932798,0.01003623,0,1.368989468,1.600979567,1.530988932,0.912384033,1.032809973,1.193310022,0.778885365,0.931689024,0.967405558,0.387973309,0.380247116,0.381886959
2.724815845,2.149791479,2.214797258,0.007703781,0.006001234,0.015624762,1.366879702,1.591389894,1.513373375,0.956545591,1.049651861,0.984009743,0.811766863,0.970822573,0.895523787,0.380997181,0.386358261,0.379312515
2.746512413,2.087918758,2.209548473,0.024190903,0,0,1.358980656,1.607435703,1.485765696,0.897275925,1.098795176,0.932150602,0.850768805,0.944210291,0.930400372,0.386486769,0.382997036,0.388090372
2.771439075,2.104184866,2.372173786,0.012370825,0.019985676,0.015624762,1.422199488,1.588529825,1.513822794,0.892514944,1.063219309,0.970665693,0.819356203,0.987718582,0.959746122,0.381412745,0.382198334,0.380400896
2.708010674,2.096288681,2.250449657,0.013363838,0.01032424,0,1.383718967,1.600930691,1.498598576,0.870167732,1.04890728,0.978628874,0.850756407,0.944677591,0.94269681,0.387808323,0.381013393,0.379934072
2.694266319,2.108466387,2.461861849,0.017109394,0,0,1.427567482,1.590952158,1.493221521,0.79921627,1.050333023,0.975572348,0.856815338,0.956598759,0.937855959,0.384099722,0.389894724,0.382502794
2.743530512,2.064760447,2.366500854,0.012121201,0.015653849,0.022014618,1.383696318,1.602072954,1.477095842,0.907969475,1.003818274,0.979836464,0.847411394,1.003128767,0.932669163,0.385829926,0.380883932,0.391535759
2.799671888,2.118609667,2.370738745,0.015031338,0,0.006838799,1.395116091,1.57564497,1.500763416,0.937593222,1.066289663,0.966130972,0.879499674,0.978501558,0.887152433,0.414209843,0.383359909,0.37988615
2.872745991,2.221256733,2.307423115,0.009430647,0.015624285,0.00641942,1.360922337,1.595673323,1.496934414,0.829138994,1.07841897,1.015770435,0.853760004,0.954878807,0.896014214,0.401930571,0.396315336,0.391462326
2.773903131,2.175551653,2.264941692,0.015825033,0.015625477,0.004193783,1.345962048,1.590570927,1.477414846,0.862617731,1.050287008,1.02686882,0.799065351,0.974039316,0.914557457,0.387214661,0.392009735,0.380126476
2.831939936,2.176980734,2.271396399,0.01290369,0,0,1.349917889,1.601415634,1.48031044,0.841305733,1.035859823,0.97247529,0.862978458,0.993578911,0.947037697,0.394801378,0.381531477,0.390752554
2.889199257,2.161626816,2.374281883,0.013589382,0.021058083,0.015625477,1.365790129,1.61366725,1.496251583,0.856892109,1.03486371,0.994831324,0.814529419,0.974805832,0.952368259,0.401964903,0.379562616,0.38122201
2.875988245,2.09555769,2.198441505,0.016754866,0.008749962,0,1.36225152,1.597251892,1.888413429,0.831569433,1.045616865,1.033889294,0.831125259,0.954342365,0.94179225,0.383605242,0.38077116,0.380230665
2.828979969,2.104788303,2.303067446,0.013445616,0.008104801,0,1.361456633,1.584873915,1.505021095,0.930067301,1.10849905,1.004675865,0.810701847,0.952191591,0.896541834,0.386668205,0.388468027,0.385751009
2.883188963,2.099251747,2.176883459,0.014947176,0,0.015625238,1.38313365,1.567534208,1.492439747,0.883333206,1.056786776,0.971328974,0.85909915,0.990459204,0.907289982,0.384459257,0.381122589,0.381436586
2.706902504,2.106246233,2.331820726,0.014986038,0.015626192,0.015625,1.353271246,1.610494614,1.486310959,0.852446318,1.100843191,0.987211466,0.847365856,0.975635052,0.940863371,0.384569168,0.381807804,0.380943298
2.751915693,2.07446456,2.215632439,0.013333559,0,0.015625,1.348332882,1.588118076,1.479833603,0.865431309,1.07732296,1.006963253,0.810614109,0.955209255,0.980215073,0.390948057,0.382725477,0.379409075
2.706963301,2.084964037,2.343596458,0.018995047,0.021650076,0.000649452,1.343819618,1.593222857,1.491654634,0.814822197,1.067155838,0.95973587,0.82400322,0.945416927,0.922701836,0.384857893,0.389578819,0.389008284
2.773788452,2.090984583,2.2058599,0.01570487,0.008214951,0.020013571,1.409974575,1.61034441,1.506444931,0.924238205,1.067224979,0.999268293,0.846931219,0.96099782,0.895288229,0.383976221,0.381130695,0.38079071
2.960179329,2.093363285,2.31659627,0.019071341,0.003000021,0.009131908,1.360872984,1.600172043,1.480832815,0.885305166,1.085455418,1.009500265,0.811869383,0.951262236,0.903489351,0.384181976,0.381633997,0.380581856
2.806089163,2.060233593,2.244220257,0.012079954,0,0.006568193,1.362280607,1.591012955,1.501323223,0.887779236,1.048101425,0.97736454,0.893547058,0.943303347,0.89513278,0.436742067,0.38201642,0.392557144
2.836327553,2.192624092,2.282501698,0.018465042,0.015632629,0.003000736,1.36946106,1.595575094,1.469016314,0.859126568,1.041958094,0.965773106,0.797036886,0.955318213,0.915855408,0.384085417,0.4464221,0.385166883
2.824712753,2.136356354,2.193540812,0.014554501,0.009336948,0,1.367842913,1.595667839,1.49034524,0.911015749,1.008071661,0.992273092,0.795155525,0.959283113,0.926844835,0.383452654,0.382917404,0.379538774
2.725640535,2.088265181,2.314085245,0.009426355,0.006505251,0.015631199,1.351836443,1.615759611,1.497782469,1.052031755,1.077557325,1.003372431,0.80884409,0.947235346,0.884232759,0.392534494,0.381826401,0.380416393
2.732503414,2.106483936,2.269715309,0.020763159,0,0.015625,1.34561348,1.635038376,1.512811661,0.922954559,1.037079573,1.025198698,0.777128935,0.95541501,0.902565718,0.39815402,0.386516333,0.381421804
2.702372074,2.136706829,2.347524166,0.020008326,0.022660255,0,1.385565519,1.603608608,1.486682177,0.856109142,1.07945776,1.011141539,0.827044487,0.93518877,0.938358307,0.372548103,0.381400824,0.39465189
2.723912001,2.084762096,2.2488904,0.019561768,0.006680965,0.016976357,1.38384819,1.596799374,1.492699146,0.86645627,1.054982901,1.018097162,0.895219564,0.939367056,0.930822849,0.38119173,0.382295132,0.384079695
2.695349693,2.110789061,2.350264788,0.011957169,0.013010025,0,1.357533693,1.599448442,1.502509594,0.854658127,1.066175222,0.97170043,0.771216393,0.945553303,0.895327806,0.387928486,0.381282806,0.38459897
2.75092268,2.093296289,2.169052124,0.017868519,0.004999638,0.014502764,1.364010096,1.592250109,1.499908686,0.843658686,1.096462488,1.002785683,0.838799477,0.933166504,0.923422337,0.384015083,0.388342381,0.38469243
2.702710629,2.105657578,2.259767532,0.01254344,0,0,1.417715549,1.583499193,1.490224123,0.861384153,1.095586777,0.958348036,0.839425564,0.943128586,0.999506474,0.381788969,0.382469177,0.390307903
2.726720095,2.08071208,2.331431389,0.012327194,0.016345501,0.017052174,1.368281126,1.602594614,1.490253687,0.875884056,1.07129097,0.927214861,0.867379904,0.943248749,0.935483456,0.381010056,0.380324364,0.384676456
2.721844196,2.085674763,2.368782043,0.01547718,0.015004158,0,1.350372314,1.604858637,1.507178545,0.878843546,1.052221537,0.979362011,0.791033268,0.955519915,0.900224209,0.389016151,0.381277561,0.399910688
2.794478893,2.094185829,2.296191692,0.013110399,0,0.015762568,1.397623539,1.585008621,1.482753277,0.805974245,1.078577995,0.923233986,0.950455189,0.951152086,0.907244205,0.381615639,0.390554428,0.385634661
2.911166668,2.093914986,2.548187733,0.014064312,0.015648842,0.010057211,1.358767986,1.609591007,1.493063927,0.842356443,1.090006113,0.956771851,0.786991358,0.938721418,0.878358841,0.431686878,0.382661104,0.394018888
2.872178555,2.100359201,2.195831776,0.017953396,0.015609741,0.006426334,1.363296986,1.601004839,1.492671013,0.857410431,1.080201626,0.998995543,0.815698147,0.991486073,0.907336473,0.381717443,0.394677639,0.383057356
2.826111555,2.150677919,2.230873823,0.012543678,0,0.003060818,1.346664429,1.570334911,1.435808182,0.902292728,1.043435574,1.057817936,0.831442833,0.945979118,0.89944911,0.392328024,0.382777691,0.381901503
2.804194212,2.220632315,2.198804379,0.01202631,0.015622377,0,1.393364191,1.608153343,1.503801346,0.879832745,1.039637804,1.018998623,0.821819782,0.917229414,0.9343009,0.397161007,0.389417171,0.380897999
2.7237463,2.215555906,2.270903826,0.011963367,0,0.015625477,1.362923861,1.604959249,1.496921301,0.837492704,1.048449755,1.143451214,0.934098244,0.93521595,0.960623503,0.400325537,0.379534721,0.389360666
2.725603104,2.235934734,2.194818258,0.01595974,0.022680521,0.007508993,1.350227594,1.597292423,1.505984545,0.866813421,1.05065918,0.944359303,0.8311975,0.944143772,0.937429428,0.376932144,0.381201267,0.380712271
2.733831644,2.310510635,2.216305494,0.015852928,0.008249998,0.00356245,1.366974115,1.630310297,1.493377209,0.823407888,1.047840834,0.975106716,0.859000206,0.927117825,0.936929941,0.389666796,0.379855156,0.380541801
2.744893789,2.156991959,2.17673254,0.010722876,0.006013632,0.005005836,1.392895699,1.613168001,1.505452394,0.848134518,1.029539347,1.012691975,0.811256409,0.933992386,0.976074696,0.383965015,0.388566494,0.381120443
2.74494338,2.167759657,2.221626043,0.017565727,0,0.015629768,1.364513397,1.602791548,1.487605333,0.924230099,1.065525293,0.998102903,0.81490469,0.932113171,0.91497612,0.382025003,0.382478952,0.389580965
2.880899906,2.151735067,2.242048264,0.018811941,0.015645981,0,1.343765974,1.596504688,1.508920908,0.873861074,1.054512739,1.05411315,0.844408512,0.938503742,0.935982704,0.380953074,0.381289959,0.381063223
2.980083466,2.115338564,2.333770275,0.018689632,0,0,1.401331186,1.600667953,1.496331215,0.816015005,1.082208872,0.995684862,0.822634459,0.931927681,0.946695089,0.390879869,0.380646229,0.393944263
2.853487492,2.090717077,2.241515875,0.012834072,0.015627861,0.007376671,1.349501848,1.597473383,1.502905846,0.819114447,1.105034828,0.987135887,0.858553171,0.930717707,0.941791773,0.388473749,0.387555122,0.382509947
2.742436171,2.117340565,2.344791412,0.018803596,0,0.00207448,1.351012945,1.609722137,1.486592531,0.850445509,1.100504637,1.001871586,0.823563337,0.935203552,0.940947056,0.380176544,0.381911039,0.388878584
2.689677954,2.093222618,2.215272903,0.014770746,0.015622139,0,1.355173826,1.610597849,1.49571228,0.872149706,1.050690174,0.948278427,0.808619022,0.939305067,0.87594676,0.432329416,0.381587029,0.382999182
2.695298433,2.121475935,2.228574276,0.01368928,0,0.015625238,1.389281511,1.609140635,1.472712994,0.946499825,1.044397831,1.022556782,0.7731812,0.941140652,0.937403679,0.38121438,0.394801378,0.380186558
2.70141387,2.099043608,2.217773438,0.014664412,0.015625477,0,1.371625662,1.609938145,1.487687588,0.78907299,1.011253834,0.988103867,0.827042818,1.002310276,0.888816118,0.390033484,0.391335011,0.380114317
2.716401577,2.08268857,2.226449013,0.008897066,0,0.020115137,1.372545242,1.642380953,1.49666214,0.850367785,1.091654301,0.988300323,0.821478844,0.978726864,0.907304525,0.386078835,0.381963968,0.387526274
2.792486429,2.110713005,2.187427044,0.018747807,0.017749786,0.007670879,1.377866507,1.62422967,1.494038343,0.874902964,1.083335161,0.971833706,0.937552452,0.985708237,0.949084044,0.410381794,0.380684853,0.381333113
2.734484196,2.133068085,2.269858122,0.017917871,0.005309582,0.008257627,1.373305559,1.597440958,1.492362976,0.923326969,1.052849293,1.037034988,0.849888802,1.012526989,0.983546972,0.376407385,0.382763624,0.380448341
2.711491108,2.116355658,2.174286127,0.012738705,0.012455702,0.004058599,1.351329088,1.618666649,1.482958555,0.87001133,1.097892046,1.000527859,0.854172707,0.943950415,0.982157469,0.381886959,0.387854576,0.387753248
2.686619997,2.122985601,2.233937263,0.012793064,0.004999638,0,1.361458302,1.593382359,1.494708538,0.944681406,1.071127176,0.966970921,0.872423649,0.942762613,0.942557812,0.385934353,0.379657507,0.381335974
2.809336662,2.22146678,2.19762969,0.014238358,0,0.016227484,1.420237541,1.601981163,1.483002901,0.821765423,1.069019079,0.972528219,0.812581301,0.959200144,0.888368607,0.389701843,0.382162571,0.400136232
2.978979588,2.188967705,2.236691236,0.008603811,0.015631914,0,1.355036497,1.595600367,1.51156044,0.924388647,1.037476301,0.982484579,0.816722155,0.991237164,0.910429001,0.380486488,0.381454229,0.382652044
2.867572308,2.178426981,2.272090912,0.018361807,0,0.015504122,1.348426342,1.609017134,1.45010376,0.838472366,1.071146488,0.963526487,0.85880518,1.012922525,0.939695835,0.382978678,0.386273384,0.387093067
2.909517288,2.224532366,2.341032982,0.011900425,0.016243935,0,1.326352358,1.608696461,1.499353409,0.823813677,1.080954552,0.975969076,0.803035975,0.98218441,0.921452284,0.381163836,0.381151438,0.391767979
2.730746746,2.099400997,2.41868329,0.016018391,0,0.018203497,1.384282112,1.602356911,1.485189676,0.878911972,1.13149333,0.976639271,0.771114588,0.943264961,0.898801327,0.387978077,0.38281846,0.381443024
2.693822622,2.206180573,2.422394991,0.007745981,0.015504599,0.011615038,1.372687578,1.618038654,1.492105007,0.927528858,1.081276178,0.973380804,0.871122837,0.944195032,0.887124538,0.425418139,0.387084246,0.380823135
2.69602704,2.115490675,2.47975111,0.012115002,0,0.003068447,1.351754189,1.607718945,1.496417522,0.866373777,1.02686882,1.027331114,0.853693008,0.965226889,0.939346075,0.380755186,0.396748781,0.386918545
2.676691294,2.104979753,2.337555408,0.015683413,0.017235518,0.015625477,1.34967351,1.589254618,1.491402864,0.816011667,1.055855036,0.992593527,0.824785948,0.936240196,0.958115578,0.386929989,0.384044409,0.378848076
2.691941738,2.099239826,2.214954138,0.015509367,0.003774405,0,1.36879158,1.594688416,1.477258205,0.887250185,1.027385235,0.981343746,0.863210201,0.938233614,0.893619299,0.386400938,0.381171942,0.380959511
2.711089373,2.126827478,2.264241457,0.011147022,0.010505199,0.015624523,1.338905811,1.624225616,1.478518486,0.883422613,1.043760777,1.019500017,0.78329587,0.940636396,0.89858222,0.398127317,0.387111425,0.381039381
2.781218052,2.118023872,2.214223385,0.016022921,0.015974998,0.005945444,1.365070343,1.591189623,1.489129066,0.921051502,1.052436829,1.06088233,0.818534374,0.983151913,0.899137259,0.373018742,0.381447554,0.389504194
2.883072615,2.102532864,2.240393877,0.008850574,0.010106087,0.013504505,1.401358128,1.611674309,1.50602746,0.800865173,1.080025196,0.998313665,0.755677938,1.006915808,0.929111242,0.380533695,0.384406805,0.379781485
2.831036568,2.099378347,2.194656372,0.012729168,0.010094643,0.004000664,1.35930109,1.613242388,1.495836735,0.801990747,1.05688405,0.976047993,0.853497982,0.958945513,0.889579058,0.389996767,0.379313231,0.394929409
2.82715559,2.094207048,2.234262943,0.015346766,0,0,1.36207056,1.607072592,1.484274864,0.907090425,1.055089712,0.987175226,0.846992493,0.93635869,0.90707922,0.382272482,0.578745365,0.381771564
2.746175289,2.123694658,2.21448493,0.008176088,0.016349077,0.015649319,1.368860245,1.585875273,1.475484371,0.864977598,1.069573879,0.991131544,0.903082848,0.966569901,0.950956106,0.381036043,0.382235289,0.388422489
2.732337475,2.105265379,2.285861492,0.018587589,0.015007257,0,1.404513836,1.593957663,1.487330198,0.81021142,1.035313129,0.989903688,0.799038172,0.934950352,0.931913614,0.384720802,0.382586479,0.379821062
2.714457989,2.089718342,2.172916174,0.014493227,0.000677109,0.015625477,1.344670057,1.650249481,1.493720531,0.864402294,1.07742691,0.990807772,0.767415285,0.980898142,0.943264484,0.38771534,0.382904768,0.380144835
2.720420361,2.100547314,2.276891947,0.010503769,0.01500392,0,1.35447669,1.580713749,1.492058516,0.810963631,1.013543606,0.969409227,0.787092686,1.011710405,0.894498348,0.40643692,0.39295435,0.380930424
