faster-rcnn-pc-1920x1080,faster-rcnn-pc-1280x720,faster-rcnn-pc-720x480,yolov8n-pc-1920x1080,yolov8n-pc-1280x720,yolov8n-pc-720x480,yolov5-1920x1080,yolov5-1280x720,yolov5-720x480,yolov8n-1920x1080,yolov8n-1280x720,yolov8n-720x480,yolov8n-gray-1920x1080,yolov8n-gray-1280x720,yolov8n-gray-720x480,yolov8n-sparsified-1920x1080,yolov8n-sparsified-1280x720,yolov8n-sparsified-720x480
0.132297039,0.141912937,0.133419991,0.015731096,0.000703335,0.021343231,1.415918589,1.351968765,1.536336184,0.906554699,0.880466461,0.955510378,0.819443941,0.780487061,0.973942995,0.398096085,0.387004375,0.383537531
0.133198738,0.117728472,0.121878862,0,0,0.009269238,1.424840212,1.326635122,1.54006958,0.799381256,0.844614267,0.99670434,0.793221235,0.826267242,0.932921648,0.386844158,0.392932177,0.440682411
0.121087074,0.134093761,0.123160362,0.015726328,0.020005465,0.008195162,1.435478449,1.334805965,1.523146868,0.851402044,0.855543375,1.051674128,0.840034962,0.783746004,1.005579233,0.386134624,0.387080908,0.387275219
0.137696028,0.121487379,0.131512642,0,0.011002541,0.015758276,1.396543026,1.335226774,1.5163486,0.842056751,0.81119585,0.978107691,0.820829391,0.787670374,1.088570356,0.386986017,0.399654865,0.392802238
0.133158445,0.132956982,0.127155781,0.015738249,0,0.015628099,1.411688566,1.369946241,1.530106068,0.928928614,0.825098753,1.003982306,0.801182032,0.751995325,0.987163782,0.39701438,0.396397114,0.393401623
0.116626978,0.122774124,0.126630783,0.015617847,0.01645422,0.015621901,1.426157713,1.338595867,1.909786224,0.880586624,0.849115133,1.011256218,0.785807848,0.794043303,0.969930649,0.385561943,0.386905193,0.38687706
0.139363289,0.119352579,0.116807699,0,0,0.0162251,1.398382902,1.338257313,1.535237312,0.936148405,0.827364206,1.019041777,0.821672916,0.784269333,1.026440859,0.388104439,0.386751413,0.38624239
0.127982616,0.137545347,0.131318808,0.019652128,0.015693426,0.015733957,1.409893036,1.334749937,1.52513504,0.8477211,0.81095767,1.007732391,0.847776651,0.807300329,0.930657864,0.387741089,0.387723207,0.38623333
0.126638174,0.132871151,0.133315086,0.015419722,0.006417513,0,1.408349752,1.347690582,1.537977695,0.829030275,0.821843386,1.04380846,0.795323372,0.838718653,0.93956852,0.398007631,0.398706675,0.396510601
0.13293004,0.123501062,0.1223557,0.005147219,0.010205507,0.015632868,1.423887253,1.330382586,1.52794981,0.856960535,0.881033182,0.935754538,0.813565969,0.827126741,0.950995684,0.385831118,0.401098013,0.386027098
0.126380205,0.121591806,0.130052328,0,0.006982327,0.009011269,1.85311842,1.35752821,1.540865898,0.870989561,0.907658815,0.994429111,0.806542397,0.787448168,0.907269239,0.38881135,0.387149334,0.384185076
0.128751516,0.134650946,0.117244482,0.015712738,0,0.005825996,1.416225433,1.929981947,2.116675138,0.895644188,0.866053581,0.94431591,0.777234554,0.807696104,0.951736927,0.389792204,0.389066219,0.409470558
0.133399487,0.120099783,0.133610725,0.008507013,0,0.011671543,1.390960455,1.355072975,1.507199049,0.904574394,0.881472826,0.978354692,0.918371439,0.782521725,1.031486273,0.407353878,0.408497572,0.396643162
0.130928278,0.132730484,0.128027439,0.007507801,0.015631914,0.006106377,1.418220758,1.338344812,1.531261444,0.89356637,0.881614208,1.023596525,0.841601372,0.7835567,1.01104188,0.550493717,0.388460398,0.385080099
0.126257181,0.121798515,0.120993376,0,0.017718077,0,1.402399063,1.355242968,1.545390606,0.935711622,0.882852554,0.979182005,0.803957701,0.800460815,1.006859064,0.385346174,0.388110876,0.38635397
0.124480724,0.128946781,0.126830816,0.016466856,0,0.015757799,1.466458797,1.359558582,1.539075851,0.845932245,0.875634432,0.922555685,0.848099947,0.845998526,0.907861948,0.416611195,0.383586168,0.386168003
0.132949352,0.119545221,0.128231287,0.015987396,0,0.010113955,1.439855576,1.341807365,1.522024632,0.822926283,0.831122637,0.959291458,0.839946508,0.83618784,1.00146246,0.387267828,0.396574736,0.394523382
0.130762815,0.131517887,0.12036705,0.015102625,0.014002562,0.006103039,1.392720699,1.357447863,1.524090767,0.872790337,0.884170771,1.01422739,0.843413353,0.749129772,0.985307932,0.386622667,0.385014772,0.385524035
0.128706932,0.133598804,0.127284288,0.018039703,0,0.015739679,1.392803192,1.333837748,1.520871639,0.855343819,0.825700521,0.972638369,0.776448727,0.800553322,0.931381941,0.388797522,0.386094332,0.386176348
0.131868839,0.130343914,0.121116638,0.007015705,0.016528606,0,1.387214661,1.357239246,1.520080805,0.847396851,0.806530952,1.056351662,0.797146559,0.780025244,0.939299345,0.400918722,0.384679317,0.387190104
0.118180037,0.124033689,0.132825375,0.010679245,0.005774736,0.015617609,1.425243378,1.36156249,1.529508114,0.898498297,0.860144138,1.030310869,0.843936682,0.811124563,0.939329624,0.390697479,0.396430731,0.400648355
0.132872581,0.122603178,0.115344524,0.00837636,0.006387711,0.027448416,1.39191246,1.343783855,1.521820545,0.854274988,0.807630301,0.975331306,0.892806053,0.840313673,0.935286283,0.389661551,0.386356354,0.385682106
0.136976957,0.133348227,0.139667988,0.00454092,0.008666515,0.008248329,1.441847324,1.315153837,1.515659332,0.843081951,0.909224033,1.027318239,0.786084175,0.822683334,0.967922449,0.389826298,0.398604393,0.386302948
0.124853373,0.12690568,0.123111725,0.015695572,0.006348133,0.004083157,1.394520998,1.336296797,1.529764891,0.921536922,0.889878988,0.94299078,0.802745342,0.823676825,0.944474697,0.399758816,0.393359661,0.389285088
0.130201817,0.120789766,0.118959904,0.015602589,0.00586319,0,1.423018456,1.335220098,1.521994591,0.842082024,0.882805109,0.973109484,0.843558073,0.787791252,0.90547657,0.389096737,0.38992238,0.40165019
0.117167711,0.133871555,0.119137526,0.015702963,0.006665945,0.015730381,1.399540424,1.336540461,1.52869463,0.812458277,0.874974966,0.969694376,0.843454361,0.802508593,0.914090633,0.406170845,0.385994196,0.382734299
0.142076969,0.127118587,0.135603666,0,0,0.007109165,1.451986551,1.346886396,1.51816082,0.847232342,0.834108114,0.993858099,0.917057753,0.788262367,0.948485851,0.380381584,0.385082483,0.383362532
0.11820817,0.126897812,0.116304398,0.015626669,0,0.009106874,1.409437418,1.347337484,1.514457703,0.902580738,0.912805319,0.968666315,0.855911016,0.806584358,0.979416847,0.393873215,0.393722296,0.392811775
0.134317398,0.116440296,0.131768227,0,0.016255379,0.015739441,1.421083212,1.353373051,1.516388893,0.822150707,1.022502661,1.020325422,0.848548651,0.779425621,1.023761988,0.379690647,0.387662649,0.384093761
0.121318102,0.133804798,0.131316662,0.01563406,0,0.01562047,1.38976264,1.340651274,1.504894972,0.900967121,0.989588499,1.04058075,0.791234016,0.823089361,0.974674702,0.377785444,0.386281967,0.382293701
0.142239571,0.128652334,0.114129305,0,0.017258167,0,1.424652815,1.338120222,1.536193371,0.81781435,0.905929089,1.021214247,0.823501587,0.847253084,0.939342737,0.390523911,0.383782148,0.383200407
0.126749516,0.118240595,0.13946867,0.02393055,0.006157398,0.022157192,1.414040089,1.340141535,1.520205975,0.843249559,0.875073433,0.968655109,0.838288784,0.823631525,0.966905832,0.393494844,0.39389348,0.393378019
0.118551731,0.134518623,0.118177652,0.008317709,0.007694483,0.012387991,1.424783945,1.326987505,1.519264936,0.925286293,0.87194109,0.973498106,0.877138615,0.791442633,0.907667637,0.386105776,0.383533239,0.381869316
0.132925034,0.131971121,0.118088722,0.008921146,0.005014181,0.008156776,1.383523941,1.351094961,1.524554014,0.873305798,0.831215382,0.960019588,0.816124201,0.814416647,0.947461843,0.386820316,0.38390255,0.382935524
0.138577223,0.121122122,0.140369177,0.001123905,0.005129099,0.008858442,1.403621435,1.348698616,1.526545286,0.91847086,0.850085735,0.965281725,0.814517975,0.845457792,0.978244781,0.396561384,0.383861303,0.383364916
0.115920067,0.133114576,0.117590904,0,0.005503416,0.008355379,1.378184557,1.362321615,1.528296709,0.870051384,0.827542782,1.006145477,0.815306425,0.83784461,0.948563337,0.385885,0.395899057,0.39501977
0.135043144,0.134768724,0.126790524,0.01572752,0,0.005229473,1.423467875,1.341358423,1.511249542,0.877128839,0.918399334,1.019599676,0.794311523,0.815232515,1.038936853,0.387165546,0.396656275,0.383192062
0.131700754,0.131331205,0.132288933,0.015625238,0.021725178,0.015728951,1.395698309,1.324161053,1.525274992,1.307174683,0.876391888,0.998137951,0.78758049,0.779428244,0.94345808,0.384958029,0.383750439,0.381976843
0.120010614,0.130282402,0.110672712,0.01563406,0.011026144,0.015628338,1.422446966,1.33539772,1.538826466,0.914388895,0.921079874,0.991514683,0.795213938,0.831217527,1.017720938,0.395733118,0.384297609,0.398229361
0.140357018,0.119297981,0.133689165,0,0.00604105,0.015624762,1.390946865,1.341140985,1.525068998,1.199882746,0.88074708,1.014859676,0.861718178,0.764298916,1.028479099,0.391276598,0.398026466,0.394058228
0.115276337,0.1326015,0.125727654,0.020704269,0,0,1.413301945,1.322840452,1.513622999,0.898163795,0.832728624,1.007897854,0.785187244,0.845982313,0.943989992,0.377565861,0.38299036,0.383504152
0.133522511,0.122145414,0.122297764,0.017597914,0.015665293,0.021946192,1.420826197,1.328355312,1.507376909,0.869487762,0.888779163,1.015326023,0.809265614,0.808069229,0.963204145,0.379163504,0.384373426,0.381770611
0.129916668,0.130587578,0.121497393,0.011342049,0.012003422,0.012997627,1.412327528,1.357744932,1.524041891,0.846119404,0.919936895,0.971314669,0.831573963,0.873174667,0.955312014,0.38487649,0.383795738,0.383139372
0.137692213,0.125360012,0.133213758,0.008290768,0.004003048,0.002100706,1.414642572,1.32999444,1.529724121,0.876462221,0.915938854,0.956934929,0.84872818,0.855926275,0.970965147,0.386080503,0.394296169,0.651485682
0.12573123,0.137353897,0.125425339,0.004100561,0,0.015714645,1.420787096,1.345138073,1.526387215,0.8474648,0.924309969,0.982325315,0.803465366,0.785336971,0.988401175,0.391639709,0.383972406,0.381892681
0.132618427,0.127248526,0.123036623,0.015734434,0.01562953,0.015737534,1.405221939,1.342521906,1.524899006,0.838050127,0.831526518,1.023316145,0.844663858,0.78421855,0.974670649,0.400401592,0.383725166,0.386017799
0.122483253,0.122514248,0.118474483,0,0,0,1.425359488,1.335479975,1.537197351,0.843085527,0.885542154,0.979529619,0.798910856,0.783795118,0.965488672,0.575042009,0.383265972,0.39131546
0.123817205,0.1316185,0.135810375,0,0,0.015612125,1.409250975,1.34685111,1.521138668,0.799492598,0.888412476,0.970055103,0.829954386,0.798128843,0.92863822,0.387953281,0.39430809,0.382626295
0.130390882,0.134283781,0.113924265,0.015614748,0.015626431,0,1.428272247,1.379976988,1.500114202,0.877155781,0.870030642,0.997762203,0.847470999,0.787616968,0.975374937,0.394076347,0.383785963,0.383461475
0.118433952,0.114363194,0.134749889,0,0,0,1.405984163,1.36460948,1.526361465,0.924776316,0.867523193,0.963474035,0.840463877,0.799684763,0.91932106,0.393666506,0.402951241,0.568729401
0.137397528,0.125983953,0.12476182,0.015631676,0,0.015648365,1.403000593,1.347691774,1.527229548,0.857464075,0.864792824,0.969445229,0.839676857,0.802330256,0.915297985,0.384967804,0.392258883,0.39854002
0.124270678,0.118645668,0.117604494,0,0.02752161,0.015618086,1.417200804,1.327996016,1.509166718,0.823258638,0.846888065,1.002540827,0.79110527,0.804531336,0.903366804,0.386386156,0.391676426,0.401032686
0.131931543,0.13402319,0.13300848,0.0202353,0.012104273,0.015617371,1.399155617,1.342782021,1.508742094,0.846199036,0.876267672,1.011356115,0.806667566,0.834186792,0.923288345,0.397159338,0.384104967,0.386193037
0.141965866,0.12091279,0.113727093,0,0,0,1.390760183,1.350875616,1.524258375,0.856394529,0.851242781,0.919111252,0.769786596,0.804250002,0.942827463,0.387112141,0.383579016,0.393691301
0.117615461,0.130886793,0.133249044,0.018805981,0.015631437,0.021757841,1.40432024,1.348620176,1.531849146,0.834443808,0.940879822,1.012285948,0.82177186,0.781841755,0.93181324,0.379541874,0.394367933,0.385217428
0.135884047,0.133385658,0.115092516,0.011757612,0.016087294,0.009102345,1.429130554,1.33514595,1.508593559,0.889186621,0.888597488,0.962331057,0.831784248,0.811326981,0.972031593,0.377785921,0.385597229,0.386340857
0.125590563,0.11802125,0.132860422,0.005054712,0,0.008327007,1.426713228,1.317057848,1.513050318,0.837437391,0.893707037,0.955309153,0.789920568,0.775681257,0.991604805,0.386923075,0.383566141,0.383761644
0.133897543,0.134016275,0.121401787,0,0.016706944,0,1.449928284,1.325990915,1.513606071,0.896299839,0.922742128,0.984913826,0.796494246,0.778809547,0.951427698,0.395561218,0.385675907,0.394225597
0.134787321,0.116434097,0.133485317,0.015667439,0.015002966,0,1.41677165,1.342075109,1.504844189,0.842489004,0.884627581,0.951929331,0.78993535,0.823372841,0.97435236,0.385483027,0.392444372,0.385981083
0.12676239,0.140740871,0.115559578,0,0,0.015731335,1.40852809,1.331241131,1.516893864,0.904324055,0.881598711,0.998841524,0.837388515,0.806831837,0.977745771,0.38553977,0.386172295,0.385250807
0.13421011,0.117104053,0.12002492,0.015678167,0.016252995,0.015622377,1.439607143,1.343405485,1.514912367,0.81470418,0.918209076,0.949664831,0.787281752,0.79841423,0.924664259,0.386735439,0.38526082,0.386789799
0.123528242,0.133710623,0.115538836,0.016465664,0.008409739,0.015625715,1.409684896,1.329142332,1.519339085,0.90259552,0.862169743,0.985377312,0.801472664,0.903910637,0.975812912,0.396955252,0.384168625,0.398534298
0.133586884,0.132592916,0.133419991,0,0.007395506,0,1.405215979,1.352996111,1.514408588,0.878919363,0.858520269,0.998964548,0.82720542,0.812058926,0.91960454,0.385308981,0.393141985,0.385572672
0.125283003,0.118420362,0.118343115,0.019104719,0,0.015618563,1.415362835,1.340509653,1.540551424,0.866651297,0.839579821,1.05094862,0.832091808,0.786183357,0.969833374,0.386118889,0.398545504,0.385991573
0.125225067,0.130736589,0.133293629,0.006734371,0.020365953,0.018934965,1.403058529,1.358366013,1.530690432,0.905475616,0.894496679,1.052217245,0.850292206,0.800356388,0.927913427,0.386674881,0.38647747,0.38650775
0.13845849,0.130907297,0.132015705,0.011260748,0.011538982,0.013057232,1.430275202,1.353798628,1.540008783,0.860733271,0.859588861,0.941650629,0.874409437,0.780526161,0.927262545,0.399405718,0.38416028,0.40821743
0.132487297,0.121131659,0.111827374,0.006085157,0.006000042,0.00822711,1.400697708,1.328389406,1.535326719,0.835266352,0.915161848,1.04163456,0.884859085,0.814949036,0.959286213,0.394074678,0.39435792,0.383160114
0.131024122,0.129860878,0.136306286,0,0.015631676,0.000270367,1.440093517,1.361704111,1.522039652,0.855440855,0.875943899,0.994836807,0.852252483,0.76879406,0.915903568,0.377626419,0.385067225,0.38133812
0.117901087,0.133457184,0.11961174,0.016544819,0,0,1.379360437,1.324638605,1.526601791,0.907587528,0.819346905,0.999933958,0.808995485,0.811024189,0.922776461,0.377259731,0.384735584,0.383284092
0.134419441,0.130821705,0.132095337,0,0,0.015726566,1.420106888,1.352929115,1.517164469,0.877609491,0.853588104,1.000130892,0.77198267,0.784069777,0.923398018,0.396353006,0.383694887,0.390497446
0.131605387,0.127375126,0.11346364,0.015149832,0.015625477,0,1.391719818,1.31023097,1.530133247,0.859172106,0.836603642,0.925704241,0.807729959,0.818347454,0.923554659,0.386532307,0.396277189,0.382737875
0.134847164,0.124878883,0.131785154,0,0,0.01562953,1.406963825,1.343246937,1.517753124,0.858177423,0.884503841,1.005483627,0.850437641,0.819153786,0.95507288,0.386240244,0.382500887,0.382165909
0.126411438,0.119675398,0.123646259,0.016963959,0,0.015621662,1.418396711,1.330018282,1.517194748,0.868425369,0.880005836,0.993148565,0.861314774,0.783982992,0.920012236,0.392853975,0.384261131,0.38214016
0.136838198,0.135516644,0.133713245,0.014601946,0.015626431,0,1.391588926,1.344081402,1.531815529,0.900118828,0.823900938,0.953929424,0.83340764,0.815260172,0.964937687,0.392525911,0.384190798,0.392325401
0.117538929,0.119497538,0.120156765,0.010625601,0,0.018643856,1.438314915,1.350189686,1.528194666,0.905458212,0.862291813,0.999552727,0.828569174,0.833086729,1.005295038,0.391909122,0.391313791,0.383577824
0.139402151,0.128040552,0.118781328,0.005117416,0.015624523,0.011439323,1.415592909,1.368110657,1.51906848,0.835181952,0.879148722,1.038919687,0.862242222,0.790126801,0.931266546,0.388276815,0.384059191,0.382210493
0.133523703,0.131869793,0.133198261,0,0,0.007712841,1.426661491,1.352595568,1.530572176,0.81405592,0.883229971,1.004179716,0.857452154,0.782958746,0.927235603,0.393496037,0.396625519,0.387661934
