faster r-cnn,yolov8n
1.6225128173828125,1.1139683723449707
2.5579333305358887,0.1350417137145996
2.5496089458465576,0.14455175399780273
2.4970552921295166,0.14614605903625488
2.5241777896881104,0.12841248512268066
2.444010972976685,0.12290310859680176
2.5768141746521,0.14752626419067383
2.5009164810180664,0.11464166641235352
2.5727365016937256,0.10976409912109375
2.4487762451171875,0.1262223720550537
2.685089349746704,0.1257162094116211
2.575366258621216,0.11674046516418457
2.6556813716888428,0.12146210670471191
2.647542953491211,0.11526751518249512
2.548356294631958,0.11006736755371094
2.491183042526245,0.09952211380004883
2.640446901321411,0.12483072280883789
2.4646992683410645,0.1132650375366211
2.544682502746582,0.1063532829284668
2.595844268798828,0.09178781509399414
2.6639206409454346,0.09959173202514648
3.1813886165618896,0.10300803184509277
2.9403247833251958,0.0943901538848877
2.6227059364318848,0.10298800468444824
2.524590492248535,0.08745169639587402
2.82881760597229,0.10056138038635254
2.647308588027954,0.08742690086364746
2.762777328491211,0.10288834571838379
2.6061694622039795,0.09593892097473145
2.718442678451538,0.08951759338378906
2.9971911907196045,0.08723211288452148
3.035020351409912,0.1030740737915039
3.0148797035217285,0.10057830810546875
3.01033091545105,0.10291361808776855
3.153547525405884,0.10310626029968262
2.7895727157592773,0.10306954383850098
2.742236614227295,0.0994870662689209
2.7838075160980225,0.10039591789245605
2.8725180625915527,0.08736562728881836
3.0034539699554443,0.10302448272705078
2.8279225826263428,0.09097003936767578
2.819091320037842,0.10313940048217773
2.588388204574585,0.1161196231842041
2.724478244781494,0.09934806823730469
2.6351492404937744,0.09589600563049316
2.632177829742432,0.09872865676879883
2.6929614543914795,0.08422446250915527
2.65777850151062,0.1034388542175293
2.6452598571777344,0.08700799942016602
2.6667726039886475,0.10514283180236816
2.635354518890381,0.09929084777832031
2.652429342269897,0.08652830123901367
2.7412166595458984,0.10032939910888672
2.9310312271118164,0.10222291946411133
2.716127157211304,0.09697794914245605
2.697721481323242,0.09366178512573242
2.666012525558472,0.08243536949157715
2.972703456878662,0.0944366455078125
2.6394965648651123,0.10316276550292969
2.903844356536865,0.08731889724731445
3.1335108280181885,0.10055923461914062
2.9698612689971924,0.08734440803527832
3.0863215923309326,0.10068011283874512
3.268620729446411,0.09061861038208008
3.338766098022461,0.10297870635986328
3.0817947387695312,0.08745217323303223
3.31396484375,0.09081315994262695
2.8209989070892334,0.08948922157287598
2.97329044342041,0.09604525566101074
3.365056276321411,0.08864307403564453
2.966392517089844,0.08825874328613281
2.7486188411712646,0.09825849533081055
2.6932520866394043,0.08483576774597168
2.733482837677002,0.0989525318145752
2.744669198989868,0.0839841365814209
2.826004981994629,0.10405778884887695
3.2787580490112305,0.09105730056762695
3.084230661392212,0.08371138572692871
3.1278209686279297,0.08660125732421875
2.9381823539733887,0.10058403015136719
2.7695860862731934,0.09284281730651855
2.9598844051361084,0.09225177764892578
3.0979182720184326,0.10325264930725098
2.76259994506836,0.10928964614868164
3.0480239391326904,0.10043525695800781
3.4241161346435547,0.09181690216064453
2.826848030090332,0.09931135177612305
3.1709518432617188,0.09597301483154297
2.6948018074035645,0.10401654243469238
2.6479172706604004,0.10071110725402832
3.1509268283843994,0.10684370994567871
3.119838237762451,0.09282851219177246
2.9285154342651367,0.10004591941833496
2.765908479690552,0.07725667953491211
2.9846513271331787,0.10529541969299316
3.252020835876465,0.09220075607299805
3.1789896488189697,0.10142302513122559
2.8422939777374268,0.0922548770904541
2.898585557937622,0.09059309959411621
3.161074638366699,0.09097719192504883
